playerID,HOF,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,ERA,Name,Mitchell-Report,Positive-Test
aardsda01,0,16,18,331,0,0,0,69,1011,296,160,41,183,340,22,12,16,1,1475,141,169,17,11,4.2729970326,David Aardsma,0,0
aasedo01,0,66,60,448,91,22,5,82,3328,1085,468,89,457,641,45,21,7,3,4730,234,503,,,3.796875,Don Aase,0,0
abadfe01,0,5,20,258,6,0,0,0,682,220,94,32,77,193,7,8,10,0,970,66,99,7,9,3.7214076246,Fernando Abad,0,0
abbeybe01,0,22,40,79,66,52,0,1,1704,686,285,18,192,161,,18,0,0,0,12,442,,,4.5158450704,Bert Abbey,0,0
abbotgl01,0,62,83,248,206,37,5,0,3858,1405,627,162,352,484,28,18,32,5,5509,13,707,,,4.3880248834,Glenn Abbott,0,0
abbotji01,0,87,108,263,254,31,6,0,5022,1779,791,154,620,888,30,53,32,11,7211,5,880,,,4.252688172,Jim Abbott,0,0
abbotky01,0,4,17,57,22,0,0,0,556,207,107,26,79,124,0,13,2,3,815,4,112,,,5.1960431655,Kyle Abbott,0,0
abbotpa01,0,43,37,162,112,1,0,0,2162,682,394,101,393,496,17,37,21,0,3187,17,421,8,12,4.9204440333,Paul Abbott,0,0
aberal01,0,24,25,168,30,7,0,14,1168,398,181,29,160,169,10,8,6,0,1698,76,205,,,4.1840753425,Al Aber,0,0
abernte02,0,63,69,681,34,7,2,148,3443,1010,441,70,592,765,80,35,45,3,4963,416,513,,,3.4583212315,Ted Abernathy,0,0
accarje01,0,10,20,262,0,0,0,38,854,288,136,24,111,205,16,10,9,2,1222,115,143,5,13,4.299765808,Jeremy Accardo,0,0
aceveal01,0,31,16,204,15,0,0,29,1141,333,162,48,129,282,6,5,28,6,1599,91,172,6,13,3.833479404,Alfredo Aceves,0,0
acevejo01,0,18,25,104,59,1,0,1,1105,420,235,71,113,253,14,9,12,2,1628,11,246,14,17,5.742081448,Jose Acevedo,0,0
aceveju01,0,28,40,367,34,0,0,53,1710,597,274,72,226,350,34,20,28,4,2488,165,316,11,12,4.3263157895,Juan Acevedo,0,0
ackerji01,0,33,49,467,32,0,0,30,2713,918,399,82,329,482,40,31,32,2,3868,159,447,,,3.9708809436,Jim Acker,0,0
ackerto01,0,19,13,153,23,5,1,8,1141,365,174,43,150,256,20,6,17,0,1629,35,181,,,4.1174408414,Tom Acker,0,0
acostcy01,0,13,9,107,0,0,0,27,558,143,55,15,77,109,8,4,12,1,768,74,65,,,2.6612903226,Cy Acosta,0,0
acosted01,0,6,9,57,8,3,1,1,413,153,62,12,39,70,8,6,4,2,594,22,71,,,4.0532687651,Ed Acosta,0,0
acostjo01,0,10,10,55,13,6,1,4,640,265,107,9,68,45,,4,0,0,939,28,119,,,4.5140625,Jose Acosta,0,0
acostma01,0,13,13,233,0,0,0,9,744,234,110,30,117,219,10,14,8,0,1070,78,122,9,5,3.9919354839,Manny Acosta,0,0
acrema01,0,9,6,114,0,0,0,2,381,135,73,16,68,98,9,3,5,1,582,32,75,,,5.1732283465,Mark Acre,0,0
adamsac01,0,41,33,302,7,2,0,49,1658,541,213,26,224,171,,15,8,0,2379,218,247,,,3.4686369119,Ace Adams,0,0
adamsba01,0,194,140,482,355,206,44,15,8986,2841,917,68,430,1036,,26,47,2,11947,89,1129,,,2.7552860004,Babe Adams,0,0
adamsmi03,0,21,20,408,0,0,0,4,1222,316,109,33,126,409,12,7,6,0,1653,60,122,13,6,2.4083469722,Mike Adams,0,0
adamste01,0,51,62,574,41,0,0,42,2608,890,403,63,380,691,33,54,17,6,3801,201,448,26,9,4.1721625767,Terry Adams,0,0
adamswi01,0,8,16,65,21,8,0,2,853,303,138,8,144,74,,8,19,0,1238,30,172,,,4.368112544,Willie Adams,0,0
adcocna01,0,2,6,56,5,0,0,1,369,126,57,14,56,80,5,6,7,1,541,14,64,5,4,4.1707317073,Nathan Adcock,0,0
adkingr01,0,12,27,67,42,19,0,1,1089,403,175,24,156,78,,4,7,0,1626,18,211,,,4.3388429752,Grady Adkins,0,0
adkinjo01,0,5,5,119,0,0,0,0,416,155,70,18,54,81,10,1,5,0,605,40,75,9,4,4.5432692308,Jon Adkins,0,0
affelje01,0,43,46,774,42,0,0,28,2778,904,408,76,396,720,41,55,42,9,4034,162,455,42,25,3.9654427646,Jeremy Affeldt,0,0
agostju01,0,40,33,543,2,0,0,29,1879,639,279,30,248,307,47,21,30,7,2713,198,313,,,4.0090473656,Juan Agosto,0,0
aguilri01,0,86,81,732,89,10,0,318,3874,1233,512,138,351,1030,42,53,36,10,5391,557,568,1,0,3.5684047496,Rick Aguilera,0,0
aguirha01,0,75,72,447,149,44,9,33,4127,1216,496,123,479,856,35,35,47,9,5790,124,562,,,3.2449721347,Hank Aguirre,0,0
akerfda01,0,9,10,125,13,1,0,3,701,216,132,36,127,129,16,21,13,1,1047,33,146,,,5.0841654779,Darrel Akerfelds,0,0
akerja01,0,47,45,495,0,0,0,123,2238,679,272,64,274,404,68,13,40,0,3144,321,312,,,3.2815013405,Jack Aker,0,0
albaljo01,0,6,3,66,0,0,0,0,230,77,37,10,32,56,3,0,7,1,332,13,40,2,7,4.3434782609,Jonathan Albaladejo,0,0
alberma01,0,27,31,394,23,0,0,0,1658,551,258,53,237,389,24,22,23,0,2403,88,280,24,20,4.2014475271,Matt Albers,0,0
albural01,0,17,6,241,0,0,0,1,675,175,80,16,125,276,13,20,8,8,962,50,80,3,6,3.2,Al Alburquerque,0,0
alburvi01,0,18,17,101,37,6,1,1,1118,338,170,36,220,193,7,21,12,1,1629,32,194,,,4.1055456172,Vic Albury,0,0
alcalsa01,0,14,11,68,33,3,1,2,748,257,132,25,121,140,9,9,6,5,1103,11,138,,,4.7647058824,Santo Alcala,0,0
aldresc01,0,20,39,229,67,1,0,1,1499,581,334,78,230,312,20,30,19,2,2267,29,356,1,2,6.0160106738,Scott Aldred,0,0
aldrija01,0,6,5,62,0,0,0,2,326,119,57,12,39,46,9,3,3,2,474,21,62,,,4.7208588957,Jay Aldrich,0,0
aldrivi01,0,97,80,248,205,102,8,6,4802,1671,668,87,512,526,,24,39,0,6852,28,785,,,3.7559350271,Vic Aldridge,0,0
alexado01,0,194,174,561,464,98,18,3,10103,3376,1406,324,978,1528,60,74,53,10,14162,56,1541,,,3.7574977729,Doyle Alexander,0,0
alexape01,0,373,208,696,599,437,90,32,15570,4868,1476,164,951,2198,,39,70,1,20928,80,1851,,,2.5595375723,Pete Alexander,0,0
alfonan01,0,35,37,592,0,0,0,129,1839,677,280,55,250,400,45,13,22,2,2710,301,292,25,11,4.1109298532,Antonio Alfonseca,0,0
allenbo04,0,7,12,204,0,0,0,19,822,288,125,23,132,199,27,18,5,2,1232,84,152,,,4.1058394161,Bob Allen,0,0
allenco01,0,14,11,250,0,0,0,60,715,195,70,18,92,305,9,22,4,0,992,123,81,8,9,2.6433566434,Cody Allen,0,0
allenfr01,0,50,67,180,127,60,10,3,2911,893,316,26,373,457,,23,35,2,4014,31,411,,,2.930951563,Frank Allen,0,0
allenjo02,0,142,75,352,241,109,17,18,5851,1849,813,104,738,1070,,68,38,5,8292,68,924,,,3.7516663818,Johnny Allen,0,0
allenll01,0,8,25,159,19,0,0,22,892,291,155,19,196,194,18,27,11,2,1366,75,183,,,4.6917040359,Lloyd Allen,0,0
allenne01,0,58,70,434,59,7,6,75,2965,985,426,73,417,611,68,39,9,3,4248,222,464,,,3.8792580101,Neil Allen,0,0
almanar01,0,14,13,254,0,0,0,2,644,189,115,34,136,232,13,8,6,4,951,49,123,7,12,4.8214285714,Armando Almanza,0,0
almanca01,0,13,13,210,1,0,0,0,717,252,128,35,82,170,12,10,13,0,1044,63,134,5,11,4.820083682,Carlos Almanzar,0,1
almonhe01,0,1,4,50,0,0,0,0,155,63,36,6,30,40,5,8,2,0,243,15,36,2,2,6.2709677419,Hector Almonte,0,0
alomalu01,0,18,3,116,1,1,1,15,706,212,90,21,111,115,,5,4,2,1001,55,98,,,3.4419263456,Luis Aloma,0,0
altampo01,0,7,4,65,0,0,0,2,275,87,41,13,30,57,6,4,3,1,385,27,43,,,4.0254545455,Porfi Altamirano,0,0
altroni01,0,83,75,218,161,128,16,7,4542,1455,445,17,272,425,,31,22,1,3433,46,604,,,2.6453104359,Nick Altrock,0,0
alvarhe01,0,27,34,92,92,5,5,0,1689,596,238,54,129,296,7,16,22,3,2358,0,261,14,15,3.8046181172,Henderson Alvarez,0,0
alvarjo01,0,8,9,98,0,0,0,5,487,140,54,12,79,134,15,7,7,2,688,38,56,,,2.9938398357,Jose Alvarez,0,0
alvarjo02,0,5,8,80,6,0,0,0,319,101,51,12,39,91,5,1,7,1,458,19,55,2,3,4.3166144201,Jose Alvarez,0,0
alvarju01,0,0,5,80,0,0,0,0,181,58,35,12,40,42,2,2,4,1,271,19,36,2,3,5.2209944751,Juan Alvarez,0,0
alvarwi01,0,102,92,355,263,12,5,4,5243,1624,769,190,805,1330,29,28,50,4,7518,18,857,17,11,3.960137326,Wilson Alvarez,0,0
ambrihe01,0,3,7,96,0,0,0,2,318,134,63,18,44,87,4,12,4,0,487,32,70,4,5,5.3490566038,Hector Ambriz,0,0
amesre01,0,183,167,533,367,209,26,36,9594,2896,934,42,1034,1702,,156,64,2,13080,115,1311,,,2.6285178236,Red Ames,0,0
anderal02,0,49,54,148,128,15,3,0,2456,901,374,87,211,339,12,15,25,9,3474,7,424,,,4.1115635179,Allan Anderson,0,0
anderbo01,0,36,46,246,93,15,1,13,2522,858,398,80,319,502,31,30,27,4,3634,62,450,,,4.2609040444,Bob Anderson,0,0
anderbr02,0,82,83,291,245,12,4,1,4641,1743,814,264,337,723,28,22,23,28,6532,11,897,27,38,4.7356173239,Brian Anderson,0,0
anderbr04,0,37,41,123,112,3,1,3,2023,696,279,59,179,502,11,9,20,6,2828,4,318,16,10,3.7236777064,Brett Anderson,0,0
anderbu01,0,4,10,64,6,1,0,7,447,148,61,12,62,76,8,8,1,0,643,39,71,,,3.6845637584,Bud Anderson,0,0
andercr01,0,7,23,82,17,2,0,5,577,226,109,21,81,94,2,12,6,0,893,34,147,,,5.1005199307,Craig Anderson,0,0
anderfr01,0,53,57,178,114,62,11,8,2959,912,313,22,247,514,,31,15,1,3978,43,415,,,2.8560324434,Fred Anderson,0,0
anderji02,0,25,47,122,96,3,0,1,1724,672,346,58,240,241,24,22,26,1,2587,8,371,21,19,5.4187935035,Jimmy Anderson,0,0
anderla02,0,40,39,699,1,0,0,49,2986,932,348,58,311,758,64,21,17,7,4171,267,402,,,3.1466845278,Larry Andersen,0,0
anderma01,0,15,7,257,0,0,0,26,770,249,148,30,157,224,15,20,11,1,1162,111,167,7,12,5.1896103896,Matt Anderson,0,0
andreiv01,0,50,59,249,108,43,2,8,3123,1151,479,59,342,257,,9,4,2,4548,84,562,,,4.1412103746,Ivy Andrews,0,0
andrena01,0,41,54,127,97,50,5,2,2320,798,297,40,236,216,,17,9,1,3307,13,350,,,3.4564655172,Nate Andrews,0,0
andujjo01,0,127,118,405,305,68,19,9,6459,2016,857,155,731,1032,65,33,51,33,9008,37,955,,,3.5824431026,Joaquin Andujar,0,0
ankieri01,0,13,10,51,41,0,0,1,726,198,105,32,130,269,2,20,12,2,1039,1,119,11,9,3.9049586777,Rick Ankiel,0,0
antonjo02,0,126,110,377,268,102,25,21,5977,1870,739,185,687,1162,45,27,38,1,8424,61,860,,,3.3382968044,Johnny Antonelli,0,0
apodabo01,0,16,25,184,11,1,0,26,1084,312,114,22,131,197,41,7,6,4,1505,108,138,,,2.8394833948,Bob Apodaca,0,0
apontlu01,0,9,6,110,0,0,0,7,660,222,80,17,68,113,7,5,3,3,928,66,86,,,3.2727272727,Luis Aponte,0,0
appieke01,0,169,137,414,402,34,12,0,7786,2425,1078,232,933,1994,51,106,79,7,10958,2,1168,13,22,3.7382481377,Kevin Appier,0,0
applepe01,0,57,66,341,71,34,6,26,3423,1187,545,76,486,420,,32,26,1,5044,186,667,,,4.2988606486,Pete Appleton,0,0
aquingr01,0,3,6,145,0,0,0,17,463,163,91,23,87,143,9,13,12,1,709,65,101,6,6,5.3066954644,Greg Aquino,0,0
aquinlu01,0,31,32,222,69,5,3,5,2035,698,277,45,224,318,24,20,25,3,2902,40,311,,,3.6751842752,Luis Aquino,0,0
archech01,0,32,32,95,93,3,3,0,1694,482,209,49,189,562,3,30,20,0,2337,1,236,8,16,3.3311688312,Chris Archer,0,0
archeji02,0,9,16,57,28,9,2,5,699,244,102,19,70,122,6,2,5,4,1008,14,129,,,3.9399141631,Jim Archer,0,0
arellfr01,0,24,22,74,49,25,2,8,1229,358,104,5,85,148,,8,11,0,1582,23,144,,,2.2847843775,Frank Arellanes,0,0
ariasal02,0,4,2,63,2,0,0,0,224,80,31,3,34,55,4,6,8,0,336,16,35,4,1,3.7366071429,Alberto Arias,0,0
arlinst01,0,34,67,141,123,32,11,1,2366,792,379,61,373,463,41,45,18,3,3474,7,431,,,4.3250211327,Steve Arlin,0,0
armasto02,0,53,65,185,167,0,0,0,2777,891,478,122,431,680,41,43,51,6,4055,7,519,51,30,4.6474612892,Tony Armas,0,0
armstja01,0,40,65,152,130,4,1,0,2360,807,400,102,319,510,21,26,18,13,3450,10,439,,,4.5762711864,Jack Armstrong,0,0
armstmi01,0,19,17,197,1,0,0,11,1014,300,154,42,155,221,20,16,6,2,1439,94,170,,,4.100591716,Mike Armstrong,0,0
arnolja01,0,2,7,50,7,0,0,2,325,119,69,7,58,42,2,5,10,0,494,23,81,2,4,5.7323076923,Jamie Arnold,0,0
arnsbbr01,0,9,6,94,4,0,0,6,475,159,75,27,85,100,4,18,7,3,714,29,85,,,4.2631578947,Brad Arnsberg,0,0
arochre01,0,18,17,124,36,2,1,11,993,363,151,37,75,190,12,7,11,1,1404,40,169,,,4.1057401813,Rene Arocha,0,0
arredjo01,0,22,11,214,0,0,0,1,660,182,80,21,110,212,9,10,4,5,935,52,92,8,5,3.2727272727,Jose Arredondo,0,0
arrieja01,0,56,38,136,130,5,4,0,2386,666,327,70,272,717,13,24,27,0,3276,1,348,21,15,3.7003352892,Jake Arrieta,0,0
arrigge01,0,35,40,194,80,9,3,4,1860,605,285,56,291,433,26,42,22,1,2718,45,315,,,4.1370967742,Gerry Arrigo,0,0
arrojro01,0,40,42,158,105,4,2,6,2100,715,354,83,255,512,15,13,67,3,3040,15,377,14,12,4.5514285714,Rolando Arrojo,0,0
arroybr01,0,145,131,405,369,16,6,1,7094,2413,1100,324,642,1526,58,41,103,6,10016,6,1201,86,62,4.1866365943,Bronson Arroyo,0,0
arroyfe01,0,24,37,121,60,12,2,0,1607,589,264,56,160,172,13,15,11,4,2289,28,288,,,4.435594275,Fernando Arroyo,0,0
arroylu01,0,40,32,244,36,10,1,44,1594,524,232,58,208,336,33,19,13,0,2315,119,261,,,3.9297365119,Luis Arroyo,0,0
ashbyan01,0,98,110,309,285,21,7,1,5432,1857,829,205,540,1173,49,58,61,4,7692,10,922,32,18,4.1205817378,Andy Ashby,0,0
ashke01,0,6,8,55,13,5,0,2,484,178,89,6,59,47,,3,6,0,689,33,109,,,4.9648760331,Ken Ash,0,0
assenpa01,0,61,44,884,1,0,0,56,2567,817,336,73,315,807,78,31,22,5,3664,275,371,,,3.5340864823,Paul Assenmacher,0,0
astacpe01,0,129,124,392,343,31,12,0,6590,2292,1140,291,726,1664,54,59,111,18,9472,11,1213,37,26,4.6707132018,Pedro Astacio,0,0
atchisc01,0,17,11,298,1,0,0,3,1040,327,140,35,89,253,11,21,5,0,1427,61,155,9,15,3.6346153846,Scott Atchison,0,0
atherke01,0,33,41,342,0,0,0,26,1699,546,251,75,215,349,36,10,10,1,2431,158,268,,,3.9888169511,Keith Atherton,0,0
atkinal01,0,51,51,106,106,99,3,0,2745,943,403,21,209,435,,23,38,0,3129,2,625,,,3.9639344262,Al Atkinson,0,0
atkinbi01,0,11,4,98,0,0,0,11,442,129,56,17,62,99,17,7,1,0,625,49,60,,,3.4208144796,Bill Atkinson,0,0
augusdo01,0,34,30,88,70,9,3,0,1320,491,227,47,158,181,10,15,5,1,1926,6,245,,,4.6431818182,Don August,0,0
augusje01,0,55,59,279,104,27,6,11,2832,1028,444,87,340,348,28,21,20,4,4101,75,491,,,4.2330508475,Jerry Augustine,0,0
aukerel01,0,130,101,333,261,126,14,2,5890,2230,964,129,706,594,,10,38,3,8688,40,1106,,,4.4190152801,Elden Auker,0,0
austiji02,0,6,4,83,0,0,0,0,300,74,34,6,56,48,8,6,6,0,418,21,36,,,3.06,Jim Austin,0,0
austiri01,0,4,8,89,8,1,1,6,408,141,70,17,78,106,15,5,8,0,618,36,73,,,4.6323529412,Rick Austin,0,0
averyst01,0,96,83,297,261,14,6,0,4664,1529,723,148,569,980,27,47,26,9,6609,11,800,1,0,4.1854631218,Steve Avery,0,0
avilalu01,0,12,6,241,0,0,0,0,593,162,65,10,68,145,12,13,9,3,811,32,67,8,5,2.9595278246,Luis Avilan,0,0
axelrdy01,0,9,15,59,34,0,0,0,686,269,134,43,85,164,7,6,9,0,1030,17,146,3,7,5.2740524781,Dylan Axelrod,0,0
axforjo01,0,28,28,403,0,0,0,141,1152,339,150,35,191,454,17,34,7,0,1669,253,166,11,12,3.515625,John Axford,0,0
ayalabo01,0,37,44,406,14,0,0,59,1728,581,306,71,245,541,22,27,26,0,2537,214,353,,,4.78125,Bobby Ayala,0,0
ayalalu01,0,38,47,534,0,0,0,19,1663,581,206,54,139,367,24,11,35,2,2340,161,233,30,21,3.3445580277,Luis Ayala,0,0
aybarma01,0,17,18,208,28,0,0,3,1173,413,222,49,172,273,10,13,16,5,1749,53,244,7,8,5.1099744246,Manny Aybar,0,0
ayersdo01,0,65,79,299,140,58,17,15,4286,1357,451,23,382,622,,14,50,5,5702,109,612,,,2.8411105926,Doc Ayers,0,0
ayraubo01,0,5,3,54,0,0,0,0,220,68,33,2,33,42,3,1,2,0,317,16,35,,,4.05,Bob Ayrault,0,0
babicjo01,0,30,45,112,87,34,3,1,1776,657,324,38,220,231,,12,9,0,2622,17,376,,,4.9256756757,Johnny Babich,0,0
backebr01,0,31,29,145,79,1,1,0,1576,574,305,87,238,360,9,15,18,2,2332,23,313,19,9,5.2252538071,Brandon Backe,0,0
bacsimi01,0,8,6,73,3,0,0,0,518,190,85,12,75,77,9,4,3,2,770,32,104,,,4.4305019305,Mike Bacsik,0,0
bacsimi02,0,10,13,51,35,1,0,0,648,261,131,41,60,97,7,4,13,0,960,2,141,8,7,5.4583333333,Mike Bacsik,0,0
baczefr01,0,17,10,63,40,14,2,1,838,306,138,38,111,104,0,2,3,0,1220,8,149,,,4.446300716,Fred Baczewski,0,0
badenbu01,0,20,27,418,10,0,0,4,1537,519,213,35,153,350,32,13,13,0,2168,105,234,26,19,3.7417046194,Burke Badenhop,0,0
baeched01,0,5,6,64,9,3,0,0,481,200,99,9,78,61,,5,11,0,755,27,116,,,5.5571725572,Ed Baecht,0,0
baekch01,0,16,18,59,44,1,0,0,839,294,150,35,81,184,5,8,10,0,1202,5,161,4,9,4.8271752086,Cha-Seung Baek,0,0
baezda01,0,40,57,533,26,1,0,114,2091,652,329,71,288,505,28,24,50,3,3013,279,366,28,24,4.2482065997,Danys Baez,0,0
baezpe01,0,4,2,72,0,0,0,0,225,63,26,7,16,78,2,1,1,1,300,16,29,4,4,3.12,Pedro Baez,0,0
bagbyji01,0,127,88,316,208,133,16,29,5465,1884,629,47,458,450,,19,33,0,7533,92,769,,,3.1075937786,Jim Bagby,0,0
bagbyji02,0,97,96,303,198,84,13,9,4999,1815,733,98,608,431,,26,28,1,7266,65,849,,,3.9589917984,Jim Bagby,0,0
bahnsst01,0,146,149,574,327,73,16,20,7587,2440,1013,223,924,1359,59,89,34,3,10701,90,1127,,,3.6049822064,Stan Bahnsen,0,0
bailean01,0,11,13,216,0,0,0,89,680,170,69,22,74,233,9,6,0,1,913,166,75,7,8,2.7397058824,Andrew Bailey,0,0
bailebi01,0,38,76,203,117,70,8,0,3253,1035,430,20,527,570,,43,44,2,3625,56,593,,,3.5690132186,Bill Bailey,0,0
baileco01,0,9,10,172,0,0,0,1,621,208,91,13,116,150,17,11,3,2,908,51,99,6,5,3.9565217391,Cory Bailey,0,0
baileho01,0,6,9,50,8,0,0,1,356,120,69,15,40,41,6,4,5,0,504,22,76,,,5.2331460674,Howard Bailey,0,0
baileho02,0,58,51,168,168,6,4,0,3030,999,470,117,325,832,19,31,39,6,4285,0,501,34,30,4.1881188119,Homer Bailey,0,0
bailero01,0,18,19,92,46,5,2,1,1068,392,194,43,161,162,5,14,15,1,1580,13,216,,,4.904494382,Roger Bailey,0,0
bailesc01,0,39,44,343,59,5,2,13,2039,758,374,89,256,351,21,19,16,6,3011,103,423,,,4.9524276606,Scott Bailes,0,0
bailesw01,0,4,7,52,6,0,0,0,412,171,70,4,40,35,,3,7,0,598,28,85,,,4.5873786408,Sweetbread Bailey,0,0
bairdo01,0,55,43,584,5,0,0,81,2728,839,367,86,405,689,77,43,7,2,3901,299,398,,,3.6323313783,Doug Bair,0,0
bakelje01,0,76,125,215,204,191,7,0,5348,1909,725,43,564,669,,43,15,0,5008,11,1321,,,3.6602468212,Jersey Bakley,0,0
bakerki01,0,9,38,58,44,34,2,0,1113,483,254,20,186,115,,30,23,0,874,13,388,,,6.1617250674,Kirtley Baker,0,0
bakersc02,0,66,53,193,172,4,2,0,3194,1089,504,145,245,839,13,22,27,0,4438,15,518,16,26,4.2604884158,Scott Baker,0,0
bakerst01,0,7,16,84,26,0,0,6,711,262,135,26,127,131,7,19,9,2,1078,26,150,,,5.1265822785,Steve Baker,0,0
bakerto01,0,3,9,68,9,3,0,2,519,195,91,6,92,58,,10,3,1,791,36,109,,,4.7341040462,Tom Baker,0,0
baldsja01,0,48,41,457,0,0,0,60,2112,687,289,45,298,555,67,49,23,0,3066,267,335,,,3.6946022727,Jack Baldschun,0,0
baldwda01,0,6,11,176,0,0,0,22,674,190,77,17,89,164,13,6,9,1,937,80,85,,,3.0845697329,Dave Baldwin,0,0
baldwja01,0,79,74,266,202,7,2,2,3968,1443,737,203,486,844,19,57,52,8,5804,24,794,19,21,5.0148689516,James Baldwin,0,0
baldwla01,0,73,41,118,116,112,9,1,3051,921,322,31,233,582,,44,7,0,4123,4,547,,,2.8495575221,Lady Baldwin,0,0
baldwma01,0,156,165,347,328,296,14,4,8434,2699,1051,82,1307,1354,,183,42,0,7025,20,1817,,,3.3645956841,Mark Baldwin,0,0
baldwri01,0,4,7,105,0,0,0,7,548,173,73,10,75,86,14,7,11,3,781,46,77,,,3.5967153285,Rick Baldwin,0,0
balejo01,0,3,7,109,12,0,0,1,521,183,90,16,75,148,6,7,7,0,765,21,98,7,12,4.6641074856,John Bale,0,0
balesco01,0,8,17,88,22,0,0,0,602,210,122,39,91,157,3,15,13,1,901,24,131,5,7,5.4717607973,Collin Balester,0,0
balfogr01,0,30,23,534,1,0,0,84,1619,406,209,47,252,571,14,26,8,1,2241,203,215,15,19,3.4854848672,Grant Balfour,0,0
ballaje01,0,41,53,197,118,10,2,2,2320,914,405,92,229,244,22,13,18,5,3357,22,458,,,4.713362069,Jeff Ballard,0,0
balleja01,0,4,9,94,5,0,0,6,469,169,91,26,79,117,14,11,5,7,710,36,98,,,5.2388059701,Jay Baller,0,0
ballowi01,0,19,20,99,27,10,0,2,989,398,187,22,168,109,,12,5,0,1500,44,224,,,5.105156724,Win Ballou,0,0
bankhda01,0,9,5,52,13,2,1,4,460,161,111,22,110,111,,3,3,2,706,21,116,,,6.5152173913,Dan Bankhead,0,0
bankhsc01,0,57,48,267,110,7,3,1,2703,876,418,111,289,614,26,24,15,3,3814,30,451,,,4.1753607103,Scott Bankhead,0,0
bankswi01,0,33,39,181,84,1,1,2,1831,632,322,65,302,428,16,41,15,10,2717,40,370,0,1,4.7482250137,Willie Banks,0,0
bannibr01,0,37,50,117,114,2,0,0,2002,724,377,86,224,384,8,35,22,3,2914,2,407,11,30,5.0844155844,Brian Bannister,0,0
bannifl01,0,134,143,431,363,62,16,0,7164,2320,1078,291,846,1723,39,84,40,9,10187,13,1189,,,4.0628140704,Floyd Bannister,0,0
bantaja01,0,14,12,69,19,3,1,5,614,176,86,15,113,116,,9,10,0,895,24,97,,,3.7817589577,Jack Banta,0,0
barbest01,0,121,106,466,272,59,21,13,5997,1818,747,125,950,1309,59,91,42,6,8591,90,870,,,3.3631815908,Steve Barber,0,0
bardda01,0,10,19,211,10,0,0,5,772,193,105,25,121,252,10,6,15,4,1078,37,114,13,11,3.6722797927,Daniel Bard,0,0
barera01,0,16,26,88,49,9,3,1,1020,398,181,28,120,145,14,8,1,0,1492,18,206,,,4.7911764706,Ray Bare,0,0
barfijo01,0,8,8,65,11,0,0,2,418,153,73,13,39,53,6,2,1,3,591,15,86,,,4.7153110048,John Barfield,0,0
barfocl01,0,8,10,86,5,2,1,5,751,293,114,13,66,49,,2,11,0,1092,55,151,,,4.0985352863,Clyde Barfoot,0,0
bargecy01,0,46,63,151,111,78,5,9,2927,1010,386,18,334,297,,7,28,0,3952,35,479,,,3.5606422959,Cy Barger,0,0
barkele01,0,74,76,248,194,35,7,5,3971,1289,639,96,513,975,20,65,21,2,5674,26,695,,,4.3447494334,Len Barker,0,0
barlomi01,0,10,6,133,2,0,0,6,740,279,127,16,104,96,15,13,15,1,1095,60,147,,,4.6337837838,Mike Barlow,0,0
barnebr01,0,14,22,116,56,2,0,3,1219,364,178,39,204,275,8,15,9,4,1754,13,193,,,3.9425758819,Brian Barnes,0,0
barneje01,0,152,150,422,314,180,26,13,7709,2686,918,88,515,653,,22,25,0,10676,76,1150,,,3.2152030095,Jesse Barnes,0,0
barnere02,0,35,31,155,81,20,6,1,1793,474,286,48,410,336,,21,15,4,2593,30,328,,,4.3067484663,Rex Barney,0,0
barnevi01,0,61,59,205,135,58,7,11,3282,1192,445,46,293,275,,9,8,1,4643,31,525,,,3.6608775137,Virgil Barnes,0,0
barojsa01,0,18,21,179,18,0,0,35,1170,374,171,33,179,177,15,14,9,7,1667,87,186,,,3.9461538462,Salome Barojas,0,0
barrbo01,0,49,98,158,151,141,6,1,3982,1455,565,31,363,588,,52,34,0,5764,7,935,,,3.8309894525,Bob Barr,0,0
barreaa01,0,6,3,90,0,0,0,0,210,61,27,2,27,84,2,7,4,1,297,20,32,1,2,3.4714285714,Aaron Barrett,0,0
barredi01,0,35,58,141,91,32,3,2,2187,753,347,29,320,271,,26,14,3,3218,28,398,,,4.2839506173,Dick Barrett,0,0
barrefr01,0,15,17,104,2,0,0,12,653,211,85,8,90,90,,8,2,0,924,67,100,,,3.5145482389,Frank Barrett,0,0
barrere01,0,69,69,253,149,67,11,7,3790,1292,496,78,312,333,,12,12,1,5317,62,579,,,3.5335092348,Red Barrett,0,0
barrifr01,0,38,38,129,102,27,2,3,2154,718,331,64,246,323,8,10,23,3,3087,16,369,,,4.1490250696,Francisco Barrios,0,0
barrji01,0,101,112,454,252,64,20,12,6196,2170,816,161,469,741,74,22,30,14,8612,74,908,,,3.555842479,Jim Barr,0,0
bartocl01,0,1,2,53,0,0,0,0,117,45,22,11,22,40,0,0,2,1,182,9,23,2,1,5.0769230769,Cliff Bartosh,0,0
bartosh01,0,4,2,73,0,0,0,1,195,66,34,6,27,29,3,3,2,2,276,15,39,,,4.7076923077,Shawn Barton,0,0
bassan01,0,5,9,129,18,1,0,3,835,279,136,28,107,187,10,14,5,1,1193,35,147,8,6,4.3976047904,Anthony Bass,0,0
bassbr01,0,9,7,101,4,0,0,1,549,213,105,23,85,104,11,13,11,0,830,27,118,5,4,5.1639344262,Brian Bass,0,0
