playerID,HOF,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,ERA,Name
aardsda01,0,16,18,331,0,0,0,69,1011,296,160,41,183,340,22.0,12.0,16.0,1,1475.0,141.0,169,17.0,11.0,4.2729970326,David Aardsma
aasedo01,0,66,60,448,91,22,5,82,3328,1085,468,89,457,641,45.0,21.0,7.0,3,4730.0,234.0,503,,,3.796875,Don Aase
abadfe01,0,5,20,258,6,0,0,0,682,220,94,32,77,193,7.0,8.0,10.0,0,970.0,66.0,99,7.0,9.0,3.7214076246,Fernando Abad
abbeybe01,0,22,40,79,66,52,0,1,1704,686,285,18,192,161,,18.0,0.0,0,0.0,12.0,442,,,4.5158450704,Bert Abbey
abbotgl01,0,62,83,248,206,37,5,0,3858,1405,627,162,352,484,28.0,18.0,32.0,5,5509.0,13.0,707,,,4.3880248834,Glenn Abbott
abbotji01,0,87,108,263,254,31,6,0,5022,1779,791,154,620,888,30.0,53.0,32.0,11,7211.0,5.0,880,,,4.252688172,Jim Abbott
abbotky01,0,4,17,57,22,0,0,0,556,207,107,26,79,124,0.0,13.0,2.0,3,815.0,4.0,112,,,5.1960431655,Kyle Abbott
abbotpa01,0,43,37,162,112,1,0,0,2162,682,394,101,393,496,17.0,37.0,21.0,0,3187.0,17.0,421,8.0,12.0,4.9204440333,Paul Abbott
aberal01,0,24,25,168,30,7,0,14,1168,398,181,29,160,169,10.0,8.0,6.0,0,1698.0,76.0,205,,,4.1840753425,Al Aber
abernte02,0,63,69,681,34,7,2,148,3443,1010,441,70,592,765,80.0,35.0,45.0,3,4963.0,416.0,513,,,3.4583212315,Ted Abernathy
accarje01,0,10,20,262,0,0,0,38,854,288,136,24,111,205,16.0,10.0,9.0,2,1222.0,115.0,143,5.0,13.0,4.299765808,Jeremy Accardo
aceveal01,0,31,16,204,15,0,0,29,1141,333,162,48,129,282,6.0,5.0,28.0,6,1599.0,91.0,172,6.0,13.0,3.8334794039999998,Alfredo Aceves
acevejo01,0,18,25,104,59,1,0,1,1105,420,235,71,113,253,14.0,9.0,12.0,2,1628.0,11.0,246,14.0,17.0,5.7420814479999995,Jose Acevedo
aceveju01,0,28,40,367,34,0,0,53,1710,597,274,72,226,350,34.0,20.0,28.0,4,2488.0,165.0,316,11.0,12.0,4.3263157895,Juan Acevedo
ackerji01,0,33,49,467,32,0,0,30,2713,918,399,82,329,482,40.0,31.0,32.0,2,3868.0,159.0,447,,,3.9708809436,Jim Acker
ackerto01,0,19,13,153,23,5,1,8,1141,365,174,43,150,256,20.0,6.0,17.0,0,1629.0,35.0,181,,,4.1174408414,Tom Acker
acostcy01,0,13,9,107,0,0,0,27,558,143,55,15,77,109,8.0,4.0,12.0,1,768.0,74.0,65,,,2.6612903225999998,Cy Acosta
acosted01,0,6,9,57,8,3,1,1,413,153,62,12,39,70,8.0,6.0,4.0,2,594.0,22.0,71,,,4.0532687651,Ed Acosta
acostjo01,0,10,10,55,13,6,1,4,640,265,107,9,68,45,,4.0,0.0,0,939.0,28.0,119,,,4.5140625,Jose Acosta
acostma01,0,13,13,233,0,0,0,9,744,234,110,30,117,219,10.0,14.0,8.0,0,1070.0,78.0,122,9.0,5.0,3.9919354839,Manny Acosta
acrema01,0,9,6,114,0,0,0,2,381,135,73,16,68,98,9.0,3.0,5.0,1,582.0,32.0,75,,,5.1732283465,Mark Acre
adamsac01,0,41,33,302,7,2,0,49,1658,541,213,26,224,171,,15.0,8.0,0,2379.0,218.0,247,,,3.4686369119,Ace Adams
adamsba01,0,194,140,482,355,206,44,15,8986,2841,917,68,430,1036,,26.0,47.0,2,11947.0,89.0,1129,,,2.7552860004000004,Babe Adams
adamsmi03,0,21,20,408,0,0,0,4,1222,316,109,33,126,409,12.0,7.0,6.0,0,1653.0,60.0,122,13.0,6.0,2.4083469722,Mike Adams
adamste01,0,51,62,574,41,0,0,42,2608,890,403,63,380,691,33.0,54.0,17.0,6,3801.0,201.0,448,26.0,9.0,4.1721625767,Terry Adams
adamswi01,0,8,16,65,21,8,0,2,853,303,138,8,144,74,,8.0,19.0,0,1238.0,30.0,172,,,4.368112544,Willie Adams
adcocna01,0,2,6,56,5,0,0,1,369,126,57,14,56,80,5.0,6.0,7.0,1,541.0,14.0,64,5.0,4.0,4.1707317073,Nathan Adcock
adkingr01,0,12,27,67,42,19,0,1,1089,403,175,24,156,78,,4.0,7.0,0,1626.0,18.0,211,,,4.3388429751999995,Grady Adkins
adkinjo01,0,5,5,119,0,0,0,0,416,155,70,18,54,81,10.0,1.0,5.0,0,605.0,40.0,75,9.0,4.0,4.5432692308,Jon Adkins
affelje01,0,43,46,774,42,0,0,28,2778,904,408,76,396,720,41.0,55.0,42.0,9,4034.0,162.0,455,42.0,25.0,3.9654427645999997,Jeremy Affeldt
agostju01,0,40,33,543,2,0,0,29,1879,639,279,30,248,307,47.0,21.0,30.0,7,2713.0,198.0,313,,,4.0090473656,Juan Agosto
aguilri01,0,86,81,732,89,10,0,318,3874,1233,512,138,351,1030,42.0,53.0,36.0,10,5391.0,557.0,568,1.0,0.0,3.5684047496,Rick Aguilera
aguirha01,0,75,72,447,149,44,9,33,4127,1216,496,123,479,856,35.0,35.0,47.0,9,5790.0,124.0,562,,,3.2449721347000002,Hank Aguirre
akerfda01,0,9,10,125,13,1,0,3,701,216,132,36,127,129,16.0,21.0,13.0,1,1047.0,33.0,146,,,5.0841654779,Darrel Akerfelds
akerja01,0,47,45,495,0,0,0,123,2238,679,272,64,274,404,68.0,13.0,40.0,0,3144.0,321.0,312,,,3.2815013405,Jack Aker
albaljo01,0,6,3,66,0,0,0,0,230,77,37,10,32,56,3.0,0.0,7.0,1,332.0,13.0,40,2.0,7.0,4.3434782608999996,Jonathan Albaladejo
alberma01,0,27,31,394,23,0,0,0,1658,551,258,53,237,389,24.0,22.0,23.0,0,2403.0,88.0,280,24.0,20.0,4.2014475271,Matt Albers
albural01,0,17,6,241,0,0,0,1,675,175,80,16,125,276,13.0,20.0,8.0,8,962.0,50.0,80,3.0,6.0,3.2,Al Alburquerque
alburvi01,0,18,17,101,37,6,1,1,1118,338,170,36,220,193,7.0,21.0,12.0,1,1629.0,32.0,194,,,4.105545617200001,Vic Albury
alcalsa01,0,14,11,68,33,3,1,2,748,257,132,25,121,140,9.0,9.0,6.0,5,1103.0,11.0,138,,,4.7647058824,Santo Alcala
aldresc01,0,20,39,229,67,1,0,1,1499,581,334,78,230,312,20.0,30.0,19.0,2,2267.0,29.0,356,1.0,2.0,6.0160106738,Scott Aldred
aldrija01,0,6,5,62,0,0,0,2,326,119,57,12,39,46,9.0,3.0,3.0,2,474.0,21.0,62,,,4.7208588957,Jay Aldrich
aldrivi01,0,97,80,248,205,102,8,6,4802,1671,668,87,512,526,,24.0,39.0,0,6852.0,28.0,785,,,3.7559350270999996,Vic Aldridge
alexado01,0,194,174,561,464,98,18,3,10103,3376,1406,324,978,1528,60.0,74.0,53.0,10,14162.0,56.0,1541,,,3.7574977729000003,Doyle Alexander
alexape01,0,373,208,696,599,437,90,32,15570,4868,1476,164,951,2198,,39.0,70.0,1,20928.0,80.0,1851,,,2.5595375723,Pete Alexander
alfonan01,0,35,37,592,0,0,0,129,1839,677,280,55,250,400,45.0,13.0,22.0,2,2710.0,301.0,292,25.0,11.0,4.1109298532,Antonio Alfonseca
allenbo04,0,7,12,204,0,0,0,19,822,288,125,23,132,199,27.0,18.0,5.0,2,1232.0,84.0,152,,,4.1058394161,Bob Allen
allenco01,0,14,11,250,0,0,0,60,715,195,70,18,92,305,9.0,22.0,4.0,0,992.0,123.0,81,8.0,9.0,2.6433566434,Cody Allen
allenfr01,0,50,67,180,127,60,10,3,2911,893,316,26,373,457,,23.0,35.0,2,4014.0,31.0,411,,,2.9309515630000003,Frank Allen
allenjo02,0,142,75,352,241,109,17,18,5851,1849,813,104,738,1070,,68.0,38.0,5,8292.0,68.0,924,,,3.7516663818000002,Johnny Allen
allenll01,0,8,25,159,19,0,0,22,892,291,155,19,196,194,18.0,27.0,11.0,2,1366.0,75.0,183,,,4.6917040359,Lloyd Allen
allenne01,0,58,70,434,59,7,6,75,2965,985,426,73,417,611,68.0,39.0,9.0,3,4248.0,222.0,464,,,3.8792580101,Neil Allen
almanar01,0,14,13,254,0,0,0,2,644,189,115,34,136,232,13.0,8.0,6.0,4,951.0,49.0,123,7.0,12.0,4.8214285714,Armando Almanza
almanca01,0,13,13,210,1,0,0,0,717,252,128,35,82,170,12.0,10.0,13.0,0,1044.0,63.0,134,5.0,11.0,4.820083682,Carlos Almanzar
almonhe01,0,1,4,50,0,0,0,0,155,63,36,6,30,40,5.0,8.0,2.0,0,243.0,15.0,36,2.0,2.0,6.270967741900001,Hector Almonte
alomalu01,0,18,3,116,1,1,1,15,706,212,90,21,111,115,,5.0,4.0,2,1001.0,55.0,98,,,3.4419263456,Luis Aloma
altampo01,0,7,4,65,0,0,0,2,275,87,41,13,30,57,6.0,4.0,3.0,1,385.0,27.0,43,,,4.0254545455,Porfi Altamirano
altroni01,0,83,75,218,161,128,16,7,4542,1455,445,17,272,425,,31.0,22.0,1,3433.0,46.0,604,,,2.6453104359,Nick Altrock
alvarhe01,0,27,34,92,92,5,5,0,1689,596,238,54,129,296,7.0,16.0,22.0,3,2358.0,0.0,261,14.0,15.0,3.8046181172000004,Henderson Alvarez
alvarjo01,0,8,9,98,0,0,0,5,487,140,54,12,79,134,15.0,7.0,7.0,2,688.0,38.0,56,,,2.9938398357,Jose Alvarez
alvarjo02,0,5,8,80,6,0,0,0,319,101,51,12,39,91,5.0,1.0,7.0,1,458.0,19.0,55,2.0,3.0,4.3166144201,Jose Alvarez
alvarju01,0,0,5,80,0,0,0,0,181,58,35,12,40,42,2.0,2.0,4.0,1,271.0,19.0,36,2.0,3.0,5.2209944750999995,Juan Alvarez
alvarwi01,0,102,92,355,263,12,5,4,5243,1624,769,190,805,1330,29.0,28.0,50.0,4,7518.0,18.0,857,17.0,11.0,3.9601373260000003,Wilson Alvarez
ambrihe01,0,3,7,96,0,0,0,2,318,134,63,18,44,87,4.0,12.0,4.0,0,487.0,32.0,70,4.0,5.0,5.3490566038,Hector Ambriz
amesre01,0,183,167,533,367,209,26,36,9594,2896,934,42,1034,1702,,156.0,64.0,2,13080.0,115.0,1311,,,2.6285178236,Red Ames
anderal02,0,49,54,148,128,15,3,0,2456,901,374,87,211,339,12.0,15.0,25.0,9,3474.0,7.0,424,,,4.1115635179000005,Allan Anderson
anderbo01,0,36,46,246,93,15,1,13,2522,858,398,80,319,502,31.0,30.0,27.0,4,3634.0,62.0,450,,,4.2609040444,Bob Anderson
anderbr02,0,82,83,291,245,12,4,1,4641,1743,814,264,337,723,28.0,22.0,23.0,28,6532.0,11.0,897,27.0,38.0,4.7356173239,Brian Anderson
anderbr04,0,37,41,123,112,3,1,3,2023,696,279,59,179,502,11.0,9.0,20.0,6,2828.0,4.0,318,16.0,10.0,3.7236777063999997,Brett Anderson
anderbu01,0,4,10,64,6,1,0,7,447,148,61,12,62,76,8.0,8.0,1.0,0,643.0,39.0,71,,,3.6845637584,Bud Anderson
andercr01,0,7,23,82,17,2,0,5,577,226,109,21,81,94,2.0,12.0,6.0,0,893.0,34.0,147,,,5.1005199307,Craig Anderson
anderfr01,0,53,57,178,114,62,11,8,2959,912,313,22,247,514,,31.0,15.0,1,3978.0,43.0,415,,,2.8560324433999997,Fred Anderson
anderji02,0,25,47,122,96,3,0,1,1724,672,346,58,240,241,24.0,22.0,26.0,1,2587.0,8.0,371,21.0,19.0,5.4187935035,Jimmy Anderson
anderla02,0,40,39,699,1,0,0,49,2986,932,348,58,311,758,64.0,21.0,17.0,7,4171.0,267.0,402,,,3.1466845277999997,Larry Andersen
anderma01,0,15,7,257,0,0,0,26,770,249,148,30,157,224,15.0,20.0,11.0,1,1162.0,111.0,167,7.0,12.0,5.189610389599999,Matt Anderson
andreiv01,0,50,59,249,108,43,2,8,3123,1151,479,59,342,257,,9.0,4.0,2,4548.0,84.0,562,,,4.1412103746,Ivy Andrews
andrena01,0,41,54,127,97,50,5,2,2320,798,297,40,236,216,,17.0,9.0,1,3307.0,13.0,350,,,3.4564655172000003,Nate Andrews
andujjo01,0,127,118,405,305,68,19,9,6459,2016,857,155,731,1032,65.0,33.0,51.0,33,9008.0,37.0,955,,,3.5824431026,Joaquin Andujar
ankieri01,0,13,10,51,41,0,0,1,726,198,105,32,130,269,2.0,20.0,12.0,2,1039.0,1.0,119,11.0,9.0,3.9049586777,Rick Ankiel
antonjo02,0,126,110,377,268,102,25,21,5977,1870,739,185,687,1162,45.0,27.0,38.0,1,8424.0,61.0,860,,,3.3382968044,Johnny Antonelli
apodabo01,0,16,25,184,11,1,0,26,1084,312,114,22,131,197,41.0,7.0,6.0,4,1505.0,108.0,138,,,2.8394833948000002,Bob Apodaca
apontlu01,0,9,6,110,0,0,0,7,660,222,80,17,68,113,7.0,5.0,3.0,3,928.0,66.0,86,,,3.2727272726999996,Luis Aponte
appieke01,0,169,137,414,402,34,12,0,7786,2425,1078,232,933,1994,51.0,106.0,79.0,7,10958.0,2.0,1168,13.0,22.0,3.7382481377,Kevin Appier
applepe01,0,57,66,341,71,34,6,26,3423,1187,545,76,486,420,,32.0,26.0,1,5044.0,186.0,667,,,4.2988606486,Pete Appleton
aquingr01,0,3,6,145,0,0,0,17,463,163,91,23,87,143,9.0,13.0,12.0,1,709.0,65.0,101,6.0,6.0,5.3066954644,Greg Aquino
aquinlu01,0,31,32,222,69,5,3,5,2035,698,277,45,224,318,24.0,20.0,25.0,3,2902.0,40.0,311,,,3.6751842752,Luis Aquino
archech01,0,32,32,95,93,3,3,0,1694,482,209,49,189,562,3.0,30.0,20.0,0,2337.0,1.0,236,8.0,16.0,3.3311688312,Chris Archer
archeji02,0,9,16,57,28,9,2,5,699,244,102,19,70,122,6.0,2.0,5.0,4,1008.0,14.0,129,,,3.9399141631,Jim Archer
arellfr01,0,24,22,74,49,25,2,8,1229,358,104,5,85,148,,8.0,11.0,0,1582.0,23.0,144,,,2.2847843775,Frank Arellanes
ariasal02,0,4,2,63,2,0,0,0,224,80,31,3,34,55,4.0,6.0,8.0,0,336.0,16.0,35,4.0,1.0,3.7366071429,Alberto Arias
arlinst01,0,34,67,141,123,32,11,1,2366,792,379,61,373,463,41.0,45.0,18.0,3,3474.0,7.0,431,,,4.3250211327,Steve Arlin
armasto02,0,53,65,185,167,0,0,0,2777,891,478,122,431,680,41.0,43.0,51.0,6,4055.0,7.0,519,51.0,30.0,4.6474612892,Tony Armas
armstja01,0,40,65,152,130,4,1,0,2360,807,400,102,319,510,21.0,26.0,18.0,13,3450.0,10.0,439,,,4.5762711864,Jack Armstrong
armstmi01,0,19,17,197,1,0,0,11,1014,300,154,42,155,221,20.0,16.0,6.0,2,1439.0,94.0,170,,,4.100591716,Mike Armstrong
arnolja01,0,2,7,50,7,0,0,2,325,119,69,7,58,42,2.0,5.0,10.0,0,494.0,23.0,81,2.0,4.0,5.7323076923,Jamie Arnold
arnsbbr01,0,9,6,94,4,0,0,6,475,159,75,27,85,100,4.0,18.0,7.0,3,714.0,29.0,85,,,4.2631578947,Brad Arnsberg
arochre01,0,18,17,124,36,2,1,11,993,363,151,37,75,190,12.0,7.0,11.0,1,1404.0,40.0,169,,,4.1057401813,Rene Arocha
arredjo01,0,22,11,214,0,0,0,1,660,182,80,21,110,212,9.0,10.0,4.0,5,935.0,52.0,92,8.0,5.0,3.2727272726999996,Jose Arredondo
arrieja01,0,56,38,136,130,5,4,0,2386,666,327,70,272,717,13.0,24.0,27.0,0,3276.0,1.0,348,21.0,15.0,3.7003352892000003,Jake Arrieta
arrigge01,0,35,40,194,80,9,3,4,1860,605,285,56,291,433,26.0,42.0,22.0,1,2718.0,45.0,315,,,4.1370967742,Gerry Arrigo
arrojro01,0,40,42,158,105,4,2,6,2100,715,354,83,255,512,15.0,13.0,67.0,3,3040.0,15.0,377,14.0,12.0,4.5514285714,Rolando Arrojo
arroybr01,0,145,131,405,369,16,6,1,7094,2413,1100,324,642,1526,58.0,41.0,103.0,6,10016.0,6.0,1201,86.0,62.0,4.1866365943,Bronson Arroyo
arroyfe01,0,24,37,121,60,12,2,0,1607,589,264,56,160,172,13.0,15.0,11.0,4,2289.0,28.0,288,,,4.435594275,Fernando Arroyo
arroylu01,0,40,32,244,36,10,1,44,1594,524,232,58,208,336,33.0,19.0,13.0,0,2315.0,119.0,261,,,3.9297365119,Luis Arroyo
ashbyan01,0,98,110,309,285,21,7,1,5432,1857,829,205,540,1173,49.0,58.0,61.0,4,7692.0,10.0,922,32.0,18.0,4.120581737799999,Andy Ashby
ashke01,0,6,8,55,13,5,0,2,484,178,89,6,59,47,,3.0,6.0,0,689.0,33.0,109,,,4.9648760331,Ken Ash
assenpa01,0,61,44,884,1,0,0,56,2567,817,336,73,315,807,78.0,31.0,22.0,5,3664.0,275.0,371,,,3.5340864823,Paul Assenmacher
astacpe01,0,129,124,392,343,31,12,0,6590,2292,1140,291,726,1664,54.0,59.0,111.0,18,9472.0,11.0,1213,37.0,26.0,4.6707132018,Pedro Astacio
atchisc01,0,17,11,298,1,0,0,3,1040,327,140,35,89,253,11.0,21.0,5.0,0,1427.0,61.0,155,9.0,15.0,3.6346153846,Scott Atchison
atherke01,0,33,41,342,0,0,0,26,1699,546,251,75,215,349,36.0,10.0,10.0,1,2431.0,158.0,268,,,3.9888169511,Keith Atherton
atkinal01,0,51,51,106,106,99,3,0,2745,943,403,21,209,435,,23.0,38.0,0,3129.0,2.0,625,,,3.9639344262000002,Al Atkinson
atkinbi01,0,11,4,98,0,0,0,11,442,129,56,17,62,99,17.0,7.0,1.0,0,625.0,49.0,60,,,3.4208144795999997,Bill Atkinson
augusdo01,0,34,30,88,70,9,3,0,1320,491,227,47,158,181,10.0,15.0,5.0,1,1926.0,6.0,245,,,4.6431818181999995,Don August
augusje01,0,55,59,279,104,27,6,11,2832,1028,444,87,340,348,28.0,21.0,20.0,4,4101.0,75.0,491,,,4.2330508475,Jerry Augustine
aukerel01,0,130,101,333,261,126,14,2,5890,2230,964,129,706,594,,10.0,38.0,3,8688.0,40.0,1106,,,4.4190152801,Elden Auker
austiji02,0,6,4,83,0,0,0,0,300,74,34,6,56,48,8.0,6.0,6.0,0,418.0,21.0,36,,,3.06,Jim Austin
austiri01,0,4,8,89,8,1,1,6,408,141,70,17,78,106,15.0,5.0,8.0,0,618.0,36.0,73,,,4.6323529412,Rick Austin
averyst01,0,96,83,297,261,14,6,0,4664,1529,723,148,569,980,27.0,47.0,26.0,9,6609.0,11.0,800,1.0,0.0,4.1854631218,Steve Avery
avilalu01,0,12,6,241,0,0,0,0,593,162,65,10,68,145,12.0,13.0,9.0,3,811.0,32.0,67,8.0,5.0,2.9595278246,Luis Avilan
axelrdy01,0,9,15,59,34,0,0,0,686,269,134,43,85,164,7.0,6.0,9.0,0,1030.0,17.0,146,3.0,7.0,5.2740524781,Dylan Axelrod
axforjo01,0,28,28,403,0,0,0,141,1152,339,150,35,191,454,17.0,34.0,7.0,0,1669.0,253.0,166,11.0,12.0,3.515625,John Axford
ayalabo01,0,37,44,406,14,0,0,59,1728,581,306,71,245,541,22.0,27.0,26.0,0,2537.0,214.0,353,,,4.78125,Bobby Ayala
ayalalu01,0,38,47,534,0,0,0,19,1663,581,206,54,139,367,24.0,11.0,35.0,2,2340.0,161.0,233,30.0,21.0,3.3445580276999998,Luis Ayala
aybarma01,0,17,18,208,28,0,0,3,1173,413,222,49,172,273,10.0,13.0,16.0,5,1749.0,53.0,244,7.0,8.0,5.1099744246,Manny Aybar
ayersdo01,0,65,79,299,140,58,17,15,4286,1357,451,23,382,622,,14.0,50.0,5,5702.0,109.0,612,,,2.8411105925999998,Doc Ayers
ayraubo01,0,5,3,54,0,0,0,0,220,68,33,2,33,42,3.0,1.0,2.0,0,317.0,16.0,35,,,4.05,Bob Ayrault
babicjo01,0,30,45,112,87,34,3,1,1776,657,324,38,220,231,,12.0,9.0,0,2622.0,17.0,376,,,4.9256756757,Johnny Babich
backebr01,0,31,29,145,79,1,1,0,1576,574,305,87,238,360,9.0,15.0,18.0,2,2332.0,23.0,313,19.0,9.0,5.2252538071,Brandon Backe
bacsimi01,0,8,6,73,3,0,0,0,518,190,85,12,75,77,9.0,4.0,3.0,2,770.0,32.0,104,,,4.4305019305,Mike Bacsik
bacsimi02,0,10,13,51,35,1,0,0,648,261,131,41,60,97,7.0,4.0,13.0,0,960.0,2.0,141,8.0,7.0,5.458333333300001,Mike Bacsik
baczefr01,0,17,10,63,40,14,2,1,838,306,138,38,111,104,0.0,2.0,3.0,0,1220.0,8.0,149,,,4.4463007160000005,Fred Baczewski
badenbu01,0,20,27,418,10,0,0,4,1537,519,213,35,153,350,32.0,13.0,13.0,0,2168.0,105.0,234,26.0,19.0,3.7417046194,Burke Badenhop
baeched01,0,5,6,64,9,3,0,0,481,200,99,9,78,61,,5.0,11.0,0,755.0,27.0,116,,,5.5571725572,Ed Baecht
baekch01,0,16,18,59,44,1,0,0,839,294,150,35,81,184,5.0,8.0,10.0,0,1202.0,5.0,161,4.0,9.0,4.8271752086,Cha-Seung Baek
baezda01,0,40,57,533,26,1,0,114,2091,652,329,71,288,505,28.0,24.0,50.0,3,3013.0,279.0,366,28.0,24.0,4.2482065997000005,Danys Baez
baezpe01,0,4,2,72,0,0,0,0,225,63,26,7,16,78,2.0,1.0,1.0,1,300.0,16.0,29,4.0,4.0,3.12,Pedro Baez
bagbyji01,0,127,88,316,208,133,16,29,5465,1884,629,47,458,450,,19.0,33.0,0,7533.0,92.0,769,,,3.1075937786,Jim Bagby
bagbyji02,0,97,96,303,198,84,13,9,4999,1815,733,98,608,431,,26.0,28.0,1,7266.0,65.0,849,,,3.9589917983999996,Jim Bagby
bahnsst01,0,146,149,574,327,73,16,20,7587,2440,1013,223,924,1359,59.0,89.0,34.0,3,10701.0,90.0,1127,,,3.6049822064,Stan Bahnsen
bailean01,0,11,13,216,0,0,0,89,680,170,69,22,74,233,9.0,6.0,0.0,1,913.0,166.0,75,7.0,8.0,2.7397058824,Andrew Bailey
bailebi01,0,38,76,203,117,70,8,0,3253,1035,430,20,527,570,,43.0,44.0,2,3625.0,56.0,593,,,3.5690132186000003,Bill Bailey
baileco01,0,9,10,172,0,0,0,1,621,208,91,13,116,150,17.0,11.0,3.0,2,908.0,51.0,99,6.0,5.0,3.9565217391000003,Cory Bailey
baileho01,0,6,9,50,8,0,0,1,356,120,69,15,40,41,6.0,4.0,5.0,0,504.0,22.0,76,,,5.2331460674,Howard Bailey
baileho02,0,58,51,168,168,6,4,0,3030,999,470,117,325,832,19.0,31.0,39.0,6,4285.0,0.0,501,34.0,30.0,4.1881188119,Homer Bailey
bailero01,0,18,19,92,46,5,2,1,1068,392,194,43,161,162,5.0,14.0,15.0,1,1580.0,13.0,216,,,4.904494382,Roger Bailey
bailesc01,0,39,44,343,59,5,2,13,2039,758,374,89,256,351,21.0,19.0,16.0,6,3011.0,103.0,423,,,4.9524276606,Scott Bailes
bailesw01,0,4,7,52,6,0,0,0,412,171,70,4,40,35,,3.0,7.0,0,598.0,28.0,85,,,4.5873786408,Sweetbread Bailey
bairdo01,0,55,43,584,5,0,0,81,2728,839,367,86,405,689,77.0,43.0,7.0,2,3901.0,299.0,398,,,3.6323313783,Doug Bair
bakelje01,0,76,125,215,204,191,7,0,5348,1909,725,43,564,669,,43.0,15.0,0,5008.0,11.0,1321,,,3.6602468212,Jersey Bakley
bakerki01,0,9,38,58,44,34,2,0,1113,483,254,20,186,115,,30.0,23.0,0,874.0,13.0,388,,,6.1617250674,Kirtley Baker
bakersc02,0,66,53,193,172,4,2,0,3194,1089,504,145,245,839,13.0,22.0,27.0,0,4438.0,15.0,518,16.0,26.0,4.2604884158,Scott Baker
bakerst01,0,7,16,84,26,0,0,6,711,262,135,26,127,131,7.0,19.0,9.0,2,1078.0,26.0,150,,,5.1265822785,Steve Baker
bakerto01,0,3,9,68,9,3,0,2,519,195,91,6,92,58,,10.0,3.0,1,791.0,36.0,109,,,4.7341040462,Tom Baker
baldsja01,0,48,41,457,0,0,0,60,2112,687,289,45,298,555,67.0,49.0,23.0,0,3066.0,267.0,335,,,3.6946022726999996,Jack Baldschun
baldwda01,0,6,11,176,0,0,0,22,674,190,77,17,89,164,13.0,6.0,9.0,1,937.0,80.0,85,,,3.0845697329000004,Dave Baldwin
baldwja01,0,79,74,266,202,7,2,2,3968,1443,737,203,486,844,19.0,57.0,52.0,8,5804.0,24.0,794,19.0,21.0,5.0148689516000005,James Baldwin
baldwla01,0,73,41,118,116,112,9,1,3051,921,322,31,233,582,,44.0,7.0,0,4123.0,4.0,547,,,2.8495575220999996,Lady Baldwin
baldwma01,0,156,165,347,328,296,14,4,8434,2699,1051,82,1307,1354,,183.0,42.0,0,7025.0,20.0,1817,,,3.3645956841,Mark Baldwin
baldwri01,0,4,7,105,0,0,0,7,548,173,73,10,75,86,14.0,7.0,11.0,3,781.0,46.0,77,,,3.5967153285,Rick Baldwin
balejo01,0,3,7,109,12,0,0,1,521,183,90,16,75,148,6.0,7.0,7.0,0,765.0,21.0,98,7.0,12.0,4.6641074856,John Bale
balesco01,0,8,17,88,22,0,0,0,602,210,122,39,91,157,3.0,15.0,13.0,1,901.0,24.0,131,5.0,7.0,5.4717607973,Collin Balester
balfogr01,0,30,23,534,1,0,0,84,1619,406,209,47,252,571,14.0,26.0,8.0,1,2241.0,203.0,215,15.0,19.0,3.4854848672000003,Grant Balfour
ballaje01,0,41,53,197,118,10,2,2,2320,914,405,92,229,244,22.0,13.0,18.0,5,3357.0,22.0,458,,,4.7133620689999995,Jeff Ballard
balleja01,0,4,9,94,5,0,0,6,469,169,91,26,79,117,14.0,11.0,5.0,7,710.0,36.0,98,,,5.2388059701,Jay Baller
ballowi01,0,19,20,99,27,10,0,2,989,398,187,22,168,109,,12.0,5.0,0,1500.0,44.0,224,,,5.1051567239999995,Win Ballou
bankhda01,0,9,5,52,13,2,1,4,460,161,111,22,110,111,,3.0,3.0,2,706.0,21.0,116,,,6.5152173913,Dan Bankhead
bankhsc01,0,57,48,267,110,7,3,1,2703,876,418,111,289,614,26.0,24.0,15.0,3,3814.0,30.0,451,,,4.1753607103,Scott Bankhead
bankswi01,0,33,39,181,84,1,1,2,1831,632,322,65,302,428,16.0,41.0,15.0,10,2717.0,40.0,370,0.0,1.0,4.7482250137,Willie Banks
bannibr01,0,37,50,117,114,2,0,0,2002,724,377,86,224,384,8.0,35.0,22.0,3,2914.0,2.0,407,11.0,30.0,5.0844155844,Brian Bannister
bannifl01,0,134,143,431,363,62,16,0,7164,2320,1078,291,846,1723,39.0,84.0,40.0,9,10187.0,13.0,1189,,,4.0628140704,Floyd Bannister
bantaja01,0,14,12,69,19,3,1,5,614,176,86,15,113,116,,9.0,10.0,0,895.0,24.0,97,,,3.7817589576999997,Jack Banta
barbest01,0,121,106,466,272,59,21,13,5997,1818,747,125,950,1309,59.0,91.0,42.0,6,8591.0,90.0,870,,,3.3631815908,Steve Barber
bardda01,0,10,19,211,10,0,0,5,772,193,105,25,121,252,10.0,6.0,15.0,4,1078.0,37.0,114,13.0,11.0,3.6722797927,Daniel Bard
barera01,0,16,26,88,49,9,3,1,1020,398,181,28,120,145,14.0,8.0,1.0,0,1492.0,18.0,206,,,4.7911764706,Ray Bare
barfijo01,0,8,8,65,11,0,0,2,418,153,73,13,39,53,6.0,2.0,1.0,3,591.0,15.0,86,,,4.7153110048,John Barfield
barfocl01,0,8,10,86,5,2,1,5,751,293,114,13,66,49,,2.0,11.0,0,1092.0,55.0,151,,,4.0985352863,Clyde Barfoot
